Date,AAPL,BA,T,MGM,AMZN,IBM,TSLA,GOOG,FB,TWTR,NFLX,sp500
3/25/2015,123.379997,148.229996,32.619999,21.690001,370.959991,159.199997,194.300003,557.255066,82.919998,49.5,60.25,2061.050049
3/26/2015,124.239998,148.169998,32.82,21.389999,367.350006,160.589996,190.410004,553.649963,83.010002,49.919998,59.751427,2056.149902
3/27/2015,123.25,148.850006,32.75,21.299999,370.559998,160.399994,185,546.838684,83.300003,50.009998,59.252857,2061.02002
3/30/2015,126.370003,152.699997,32.970001,21.27,374.589996,162.669998,190.570007,550.518555,83.199997,49.889999,60.367142,2086.23999
3/31/2015,124.43,150.080002,32.650002,21.030001,372.100006,160.5,188.770004,546.499573,82.220001,50.080002,59.527142,2067.889893
4/1/2015,124.25,148.639999,32.889999,20.879999,370.26001,159.179993,187.589996,541.074463,81.669998,50.470001,59.017143,2059.689941
4/2/2015,125.32,149.279999,33.130001,21.34,372.25,160.449997,191,534.063721,81.559998,50.419998,59.154285,2066.959961
4/6/2015,127.349998,150.929993,33.330002,21.34,377.040009,162.039993,203.100006,535.295349,82.440002,50.84,60.330002,2080.620117
4/7/2015,126.010002,152.320007,33.16,21.110001,374.410004,162.070007,203.25,535.549622,82.32,52.869999,60.494286,2076.330078
4/8/2015,125.599998,153.360001,32.650002,21.59,381.200012,161.850006,207.669998,540.127075,82.279999,52.299999,63.049999,2081.899902
4/9/2015,126.559998,153.419998,32.689999,22.610001,383.540009,162.339996,210.089996,539.299377,82.169998,52.169998,62.785713,2091.179932
4/10/2015,127.099998,154.380005,32.77,22.549999,382.649994,162.860001,210.899994,538.531433,82.040001,51.939999,64.938568,2102.060059
4/13/2015,126.849998,153.240005,32.880001,22,382.359985,162.380005,209.779999,537.693787,83.010002,51.619999,67.811432,2092.429932
4/14/2015,126.300003,153.210007,32.689999,21.76,385.109985,162.300003,207.460007,528.937805,83.519997,51.200001,68.387146,2095.840088
4/15/2015,126.779999,152.429993,32.889999,22.139999,383.450012,164.130005,207.830002,531.07196,82.709999,51.299999,67.922859,2106.629883
4/16/2015,126.169998,151.970001,32.75,21.950001,386.040009,163.130005,206.699997,532.33844,82.309998,52.029999,80.292854,2104.98999
4/17/2015,124.75,149.600006,32.509998,21.43,375.559998,160.669998,206.789993,522.615173,80.779999,50.66,81.650002,2081.179932
4/20/2015,127.599998,152.669998,32.830002,21.83,389.51001,166.160004,205.270004,533.914124,83.089996,51.400002,81.055717,2100.399902
4/21/2015,126.910004,153.330002,32.66,21.709999,391.179993,164.259995,209.410004,532.507996,83.620003,51.32,80.062859,2097.290039
4/22/2015,128.619995,151.190002,32.860001,22.030001,389.799988,165.360001,219.440002,537.888245,84.629997,51.73,79.668571,2107.959961
4/23/2015,129.669998,149.869995,34.23,22.08,389.98999,170.240005,218.600006,545.502319,82.410004,51.41,79.865715,2112.929932
4/24/2015,130.279999,148.399994,34.009998,22,445.100006,169.779999,218.429993,563.512878,81.529999,50.82,79.771431,2117.689941
4/27/2015,132.649994,147.800003,34.09,21.92,438.559998,170.729996,231.550003,555.369995,81.910004,51.66,80.868568,2108.919922
4/28/2015,130.559998,147.509995,34.860001,22.360001,429.309998,173.919998,230.479996,553.679993,80.68,42.27,80.437141,2114.76001
4/29/2015,128.639999,146.149994,34.759998,21.110001,429.369995,174.399994,232.449997,549.080017,80.470001,38.490002,80.407143,2106.850098
4/30/2015,125.150002,143.339996,34.639999,21.15,421.779999,171.289993,226.050003,537.340027,78.769997,38.959999,79.5,2085.51001
5/1/2015,128.949997,144.669998,34.419998,21.4,422.869995,173.669998,226.029999,537.900024,78.989998,37.84,79.575714,2108.290039
5/4/2015,128.699997,144.020004,34.529999,21.27,423.040009,173.970001,230.509995,540.780029,78.809998,37.880001,79.271431,2114.48999
5/5/2015,125.800003,142.910004,33.720001,20.139999,421.190002,173.080002,232.949997,530.799988,77.559998,37.419998,80.792854,2089.459961
5/6/2015,125.010002,141.039993,33.380001,19.58,419.100006,170.050003,230.429993,524.219971,78.099998,37.259998,80.077141,2080.149902
5/7/2015,125.260002,141.490005,33.369999,19.75,426.880005,170.990005,236.800003,530.700012,78.43,37.709999,80.748573,2088
5/8/2015,127.620003,145.460007,33.689999,19.93,433.690002,172.679993,236.610001,538.219971,78.510002,37.59,82.085716,2116.100098
5/11/2015,126.32,145.889999,33.490002,19.35,432.850006,171.119995,239.490005,535.700012,78.010002,37.310001,84.278572,2105.330078
5/12/2015,125.870003,145.429993,33.66,19.120001,431.019989,170.550003,244.740005,529.039978,77.459999,37.48,83.377144,2099.120117
5/13/2015,126.010002,145.619995,33.900002,19.360001,426.869995,172.279999,243.179993,529.619995,78.440002,37.720001,82.872856,2098.47998
5/14/2015,128.949997,147.960007,34.130001,19.32,432.279999,174.050003,244.100006,538.400024,81.370003,37.330002,83.835716,2121.100098
5/15/2015,128.770004,146.880005,34.330002,19.469999,426,173.259995,248.839996,533.849976,80.419998,37.099998,87.60714,2122.72998
5/18/2015,130.190002,146.710007,34.869999,19.68,425.23999,173.059998,248.75,532.299988,80.879997,37.279999,88.267143,2129.199951
5/19/2015,130.070007,147.050003,34.369999,19.709999,421.709991,173.479996,247.139999,537.359985,80.629997,37.5,88.068573,2127.830078
5/20/2015,130.059998,146.419998,34.619999,20.07,423.859985,173.759995,244.350006,539.27002,80.550003,36.779999,88.790001,2125.850098
5/21/2015,131.389999,147.350006,35.07,20.200001,431.630005,173.339996,245.619995,542.51001,80.480003,36.68,89.002853,2130.820068
5/22/2015,132.539993,144.809998,34.709999,20.51,427.630005,172.220001,247.729996,540.109985,80.540001,36.599998,88.83857,2126.060059
5/26/2015,129.619995,142.800003,34.669998,19.870001,425.470001,170.130005,247.460007,532.320007,79.330002,36.509998,87.992859,2104.199951
5/27/2015,132.039993,143,34.950001,19.91,431.420013,172,247.429993,539.789978,80.550003,36.41,89.85714,2123.47998
5/28/2015,131.779999,142.330002,34.799999,20.190001,426.570007,171.710007,251.449997,539.780029,80.150002,36.830002,89.507141,2120.790039
5/29/2015,130.279999,140.520004,34.540001,20.049999,429.230011,169.649994,250.800003,532.109985,79.190002,36.669998,89.151428,2107.389893
6/1/2015,130.539993,141.25,34.349998,19.58,430.920013,170.179993,249.449997,533.98999,80.290001,36.630001,89.002853,2111.72998
6/2/2015,129.960007,143.25,34.360001,19.77,430.98999,169.649994,248.350006,539.179993,80.440002,36.400002,89.129997,2109.600098
6/3/2015,130.119995,143.809998,35.029999,19.709999,436.589996,169.919998,248.990005,540.309998,82.440002,37,88.808571,2114.070068
6/4/2015,129.360001,141.190002,35.27,20.280001,430.779999,168.380005,245.919998,536.700012,82.050003,36.709999,89.348572,2095.840088
6/5/2015,128.649994,140.729996,34.57,20.280001,426.950012,167.399994,249.139999,533.330017,82.139999,37,90.459999,2092.830078
6/8/2015,127.800003,140.639999,34.59,19.17,423.5,165.339996,256.290009,526.830017,80.669998,36.459999,89.604286,2079.280029
6/9/2015,127.419998,140.100006,34.509998,19.35,425.480011,165.679993,256,526.690002,80.669998,35.880001,92.449997,2080.149902
6/10/2015,128.880005,141.619995,34.720001,19.530001,430.769989,168.919998,250.699997,536.690002,82.160004,35.849998,95.871429,2105.199951
6/11/2015,128.589996,142.960007,34.880001,19.82,432.970001,168.779999,251.410004,534.609985,81.830002,35.84,95.094284,2108.860107
6/12/2015,127.169998,142.800003,34.650002,19.43,429.920013,166.990005,250.690002,532.330017,81.529999,35.900002,94.418571,2094.110107
6/15/2015,126.919998,142.289993,34.41,19.23,423.670013,166.259995,250.380005,527.200012,80.709999,34.669998,93.431427,2084.429932
6/16/2015,127.599998,142.339996,34.669998,19.09,427.26001,166.839996,253.119995,528.150024,81.059998,34.82,95.272858,2096.290039
6/17/2015,127.300003,143.429993,34.799999,19.42,427.809998,167.169998,260.410004,529.26001,81.790001,34.689999,94.271431,2100.439941
6/18/2015,127.879997,145.380005,35.02,19.5,439.390015,168.25,261.890015,536.72998,82.910004,34.66,94.742859,2121.23999
6/19/2015,126.599998,145.130005,34.990002,19.5,434.920013,166.990005,262.51001,536.690002,82.510002,35.860001,93.871429,2109.98999
6/22/2015,127.610001,145.699997,35.040001,19.09,436.290009,167.729996,259.790009,538.190002,84.739998,35.549999,96.414284,2122.850098
6/23/2015,127.029999,144.429993,35.91,19.379999,445.98999,168.619995,267.670013,540.47998,87.879997,35.369999,97.312859,2124.199951
6/24/2015,128.110001,143,35.779999,18.629999,440.839996,166.970001,265.170013,537.840027,88.860001,35.169998,96.944283,2108.580078
6/25/2015,127.5,142.449997,36.18,18.639999,440.100006,166.080002,268.790009,535.22998,87.980003,35.169998,94.891426,2102.310059
6/26/2015,126.75,142.479996,36.119999,18.379999,438.100006,165.460007,267.089996,531.690002,88.010002,35.259998,93.08857,2101.48999
6/29/2015,124.529999,138.729996,35.77,17.58,429.859985,162.970001,262.019989,521.52002,85.800003,34.209999,92.23143,2057.639893
6/30/2015,125.43,138.720001,35.52,18.25,434.089996,162.660004,268.26001,520.51001,85.769997,36.220001,93.848572,2063.110107
7/1/2015,126.599998,140.729996,35.57,18.549999,437.390015,164.490005,269.149994,521.840027,86.910004,35.400002,93.635712,2077.419922
7/2/2015,126.440002,140.210007,35.73,18.549999,437.709991,165.089996,280.019989,523.400024,87.290001,35.720001,94.044289,2076.780029
7/6/2015,126,140.520004,35.610001,18.27,436.040009,164.729996,279.720001,522.859985,87.550003,35.43,94.571426,2068.76001
7/7/2015,125.690002,143.149994,35.77,19.049999,436.720001,165,267.880005,525.02002,87.220001,35.52,94.091431,2081.340088
7/8/2015,122.57,141.919998,34.790001,17.57,429.700012,163.160004,254.960007,516.830017,85.650002,34.759998,93.507141,2046.680054
7/9/2015,120.07,142.800003,34.389999,17.84,434.390015,163.850006,257.920013,520.679993,85.879997,34.360001,95.727142,2051.310059
7/10/2015,123.279999,144.479996,34.650002,18.15,443.51001,166.949997,259.149994,530.130005,87.949997,34.91,97.228569,2076.620117
7/13/2015,125.660004,146.619995,34.880001,18.85,455.570007,169.380005,262.160004,546.549988,90.099998,35.779999,101.087143,2099.600098
7/14/2015,125.610001,147.75,35.119999,18.92,465.570007,168.610001,265.649994,561.099976,89.68,36.720001,100.371429,2108.949951
7/15/2015,126.82,146.889999,34.73,18.540001,461.190002,168.529999,263.140015,560.219971,89.760002,35.66,98.129997,2107.399902
7/16/2015,128.509995,148.490005,35.16,18.690001,475.480011,171,266.679993,579.849976,90.849998,36.099998,115.809998,2124.290039
7/17/2015,129.619995,146.839996,35.009998,18.450001,483.01001,172.509995,274.660004,672.929993,94.970001,35.669998,114.769997,2126.639893
7/20/2015,132.070007,146.720001,34.900002,18.459999,488.100006,173.220001,282.26001,663.02002,97.910004,35.810001,110.550003,2128.280029
7/21/2015,130.75,145,34.57,18.48,488,163.070007,266.769989,662.299988,98.389999,36.630001,112.510002,2119.209961
7/22/2015,125.220001,146.470001,34.27,18.52,488.269989,160.350006,267.869995,662.099976,97.040001,36.09,111.5,2114.149902
7/23/2015,125.160004,146.110001,33.93,18.68,482.179993,161.729996,267.200012,644.280029,95.440002,36.189999,110.099998,2102.149902
7/24/2015,124.5,144.059998,34.290001,18.110001,529.419983,159.75,265.410004,623.559998,96.949997,35.419998,109.339996,2079.649902
7/27/2015,122.769997,141.029999,34.32,17.690001,531.409973,159.070007,253.009995,627.26001,94.169998,34.700001,106.43,2067.639893
7/28/2015,123.379997,141.809998,34.330002,18.01,526.030029,160.050003,264.820007,628,95.290001,36.540001,106.900002,2093.25
7/29/2015,122.989998,144.139999,34.689999,18.219999,529,161.089996,263.820007,631.929993,96.989998,31.24,107.080002,2108.570068
7/30/2015,122.370003,143.009995,34.799999,19.65,536.76001,160.960007,266.790009,632.590027,95.209999,31.469999,111.559998,2108.629883
7/31/2015,121.300003,144.169998,34.740002,19.620001,536.150024,161.990005,266.149994,625.609985,94.010002,31.01,114.309998,2103.840088
8/3/2015,118.440002,143.690002,34.66,19.85,535.030029,158.710007,259.98999,631.210022,94.139999,29.27,112.559998,2098.040039
8/4/2015,114.639999,143.539993,34.580002,21.75,531.900024,157.600006,266.279999,629.25,94.059998,29.34,121.150002,2093.320068
8/5/2015,115.400002,144.949997,34.57,22.360001,537.01001,157.899994,270.130005,643.780029,96.440002,28.48,123.709999,2099.840088
8/6/2015,115.129997,143.820007,34.240002,21.99,529.460022,156.320007,246.130005,642.679993,95.120003,27.540001,126.449997,2083.560059
8/7/2015,115.519997,142.419998,34.209999,22.200001,522.619995,155.119995,242.509995,635.299988,94.300003,27.040001,123.519997,2077.570068
8/10/2015,119.720001,145.860001,34.779999,22.6,524,156.75,241.139999,633.72998,94.150002,29.5,123.029999,2104.179932
8/11/2015,113.489998,144.050003,34.650002,22.18,527.460022,155.509995,237.369995,660.780029,93.620003,29.620001,122.739998,2084.070068
8/12/2015,115.239998,142.429993,34.02,22.07,525.909973,156.160004,238.169998,659.559998,94.190002,29.389999,120.510002,2086.050049
8/13/2015,115.150002,144.809998,33.810001,22.25,529.659973,155.070007,242.509995,656.450012,93.43,28.540001,123.730003,2083.389893
8/14/2015,115.959999,145.089996,34.049999,22.48,531.52002,155.75,243.149994,657.119995,94.419998,29.059999,123.389999,2091.540039
8/17/2015,117.160004,144.440002,34.23,22.639999,535.219971,156.309998,254.990005,660.869995,93.93,29.059999,125.360001,2102.439941
8/18/2015,116.5,144.600006,34.349998,22.48,535.02002,156.009995,260.720001,656.130005,95.169998,28.299999,124.050003,2096.919922
8/19/2015,115.010002,142.720001,34.360001,22.07,532.919983,153.940002,255.25,660.900024,95.309998,27.610001,122.059998,2079.610107
8/20/2015,112.650002,137.020004,33.950001,21.280001,515.780029,152.660004,242.179993,646.830017,90.559998,26,112.489998,2035.72998
8/21/2015,105.760002,131.710007,33.380001,20.59,494.470001,148.850006,230.770004,612.47998,86.059998,25.870001,103.959999,1970.890015
8/24/2015,103.120003,127.190002,32.369999,19.540001,463.369995,143.470001,218.869995,589.609985,82.089996,25.17,96.879997,1893.209961
8/25/2015,103.739998,125.489998,31.799999,19.209999,466.369995,140.960007,220.029999,582.059998,83,24.379999,101.519997,1867.609985
8/26/2015,109.690002,129.339996,32.689999,19.610001,500.769989,146.699997,224.839996,628.619995,87.190002,25.030001,110.129997,1940.51001
8/27/2015,112.919998,131.869995,33.439999,20.540001,518.369995,148.539993,242.990005,637.609985,89.730003,26.459999,117.660004,1987.660034
8/28/2015,113.290001,133.240005,33.290001,20.84,518.01001,147.979996,248.479996,630.380005,91.010002,26.83,117.629997,1988.869995
8/31/2015,112.760002,130.679993,33.200001,20.43,512.890015,147.889999,249.059998,618.25,89.43,27.790001,115.029999,1972.180054
9/1/2015,107.720001,127.440002,32.32,19.870001,496.540009,142.679993,238.630005,597.789978,87.230003,27.030001,105.790001,1913.849976
9/2/2015,112.339996,130.630005,32.82,20.26,510.549988,145.050003,247.690002,614.340027,89.889999,27.82,105.440002,1948.859985
9/3/2015,110.370003,131.020004,33.040001,20.49,504.720001,146.779999,245.570007,606.25,88.150002,28.299999,101.059998,1951.130005
9/4/2015,109.269997,129.759995,32.560001,20.48,499,143.699997,241.929993,600.700012,88.260002,28.15,98.790001,1921.219971
9/8/2015,112.309998,133.820007,33.139999,21.469999,517.539978,147.229996,248.169998,614.659973,89.529999,27.18,94.949997,1969.410034
9/9/2015,110.150002,132.649994,32.779999,21.120001,516.890015,145.050003,248.910004,612.719971,90.440002,27.18,99.18,1942.040039
9/10/2015,112.57,133.550003,32.75,20.719999,522.23999,146.199997,248.479996,621.349976,91.980003,27.709999,99.480003,1952.290039
9/11/2015,114.209999,134.669998,32.720001,20.959999,529.440002,147.369995,250.240005,625.77002,92.050003,27.389999,97.510002,1961.050049
9/14/2015,115.309998,134.429993,32.549999,21,521.380005,145.649994,253.190002,623.23999,92.309998,26.9,95.690002,1953.030029
9/15/2015,116.279999,136.300003,32.860001,20.6,522.369995,147.529999,253.570007,635.140015,92.900002,27.17,99.160004,1978.089966
9/16/2015,116.410004,137.199997,32.939999,21.190001,527.390015,148.410004,262.25,635.97998,93.449997,27.75,104.080002,1995.310059
9/17/2015,113.919998,137.449997,32.779999,20.959999,538.869995,148.139999,262.070007,642.900024,94.339996,27.41,104.209999,1990.199951
9/18/2015,113.449997,136.089996,32.549999,20.66,540.26001,144.509995,260.619995,629.25,94.400002,27.959999,102.620003,1958.030029
9/21/2015,115.209999,136.020004,32.560001,20.4,548.390015,146.479996,264.200012,635.440002,95.550003,27.379999,100.300003,1966.969971
9/22/2015,113.400002,133.990005,32.27,19.629999,538.400024,144.429993,260.940002,622.690002,92.959999,26.83,98.470001,1942.73999
9/23/2015,114.32,131.669998,32.200001,19.360001,536.070007,143.660004,261.059998,622.359985,93.970001,26.790001,98.07,1938.76001
9/24/2015,115,129.75,32.110001,19.549999,533.75,144.410004,263.119995,625.799988,94.410004,26.6,103.760002,1932.23999
9/25/2015,114.709999,131.009995,32.330002,19.76,524.25,145.419998,256.910004,611.969971,92.769997,25.290001,102.239998,1931.339966
9/28/2015,112.440002,128.130005,31.9,18.59,504.059998,142.520004,248.429993,594.890015,89.209999,25.26,99.470001,1881.77002
9/29/2015,109.059998,128.75,32.07,17.76,496.070007,142.470001,246.649994,594.969971,86.669998,25.59,98.349998,1884.089966
9/30/2015,110.300003,130.949997,32.580002,18.450001,511.890015,144.970001,248.399994,608.419983,89.900002,26.940001,103.260002,1920.030029
10/1/2015,109.580002,130.610001,32.529999,18.67,520.719971,143.589996,239.880005,611.289978,90.949997,24.68,105.980003,1923.819946
10/2/2015,110.379997,132.559998,32.639999,19.790001,532.539978,144.580002,247.570007,626.909973,92.07,26.309999,106.110001,1951.359985
10/5/2015,110.779999,134.020004,33.43,20.299999,543.679993,149.039993,246.149994,641.469971,94.010002,28.15,111.25,1987.050049
10/6/2015,111.309998,134.630005,33.310001,20.440001,537.47998,148.779999,241.460007,645.440002,92.800003,27.620001,108.330002,1979.920044
10/7/2015,110.779999,137.020004,33.119999,20.719999,541.940002,150.089996,231.960007,642.359985,92.400002,29.83,108.099998,1995.829956
10/8/2015,109.5,139.039993,33.400002,21.139999,533.159973,152.279999,226.720001,639.159973,92.470001,30.32,114.93,2013.430054
10/9/2015,112.120003,139.699997,33.139999,21.23,539.799988,152.389999,220.690002,643.609985,93.239998,30.85,113.330002,2014.890015
10/12/2015,111.599998,140.679993,33.299999,21.08,550.190002,151.139999,215.580002,646.669983,94.260002,28.75,113.449997,2017.459961
10/13/2015,111.790001,140.289993,33.220001,21.129999,548.900024,149.619995,219.25,652.299988,94.120003,29.059999,109.730003,2003.689941
10/14/2015,110.209999,134.220001,33.27,21.219999,544.830017,150.009995,216.880005,651.159973,94.07,29.379999,110.230003,1994.23999
10/15/2015,111.860001,137.389999,33.490002,21.629999,562.440002,150.089996,221.309998,661.73999,95.959999,29.709999,101.089996,2023.859985
10/16/2015,111.040001,137.600006,33.830002,21.549999,570.76001,150.389999,227.009995,662.200012,97.540001,31.15,98.989998,2033.109985
10/19/2015,111.730003,138.419998,33.630001,21,573.150024,149.220001,228.100006,666.099976,98.470001,30.91,101.690002,2033.660034
10/20/2015,113.769997,138.880005,33.75,20.969999,560.880005,140.639999,213.029999,650.280029,97,30.91,98.989998,2030.77002
10/21/2015,113.760002,141.190002,33.599998,20.26,555.77002,140.919998,210.089996,642.609985,97.110001,29.299999,97.959999,2018.939941
10/22/2015,115.5,146.309998,33.959999,20.469999,563.909973,144.089996,211.720001,651.789978,99.669998,29.15,97.32,2052.51001
10/23/2015,119.080002,146.699997,33.740002,21.290001,599.030029,144.679993,209.089996,702,102.190002,30.280001,100.040001,2075.149902
10/26/2015,115.279999,146.699997,33.66,21.700001,608.609985,143.660004,215.259995,712.780029,103.769997,30.889999,103.040001,2071.179932
10/27/2015,114.550003,148.460007,33.209999,20.940001,611.01001,137.860001,210.350006,708.48999,103.699997,31.34,103.07,2065.889893
10/28/2015,119.269997,147.880005,33.419998,21.76,617.099976,140.830002,212.960007,712.950012,104.199997,30.870001,105.800003,2090.350098
10/29/2015,120.529999,147.179993,33.549999,22.799999,626.549988,140.550003,211.630005,716.919983,104.879997,29.059999,105.120003,2089.409912
10/30/2015,119.5,148.070007,33.509998,23.190001,625.900024,140.080002,206.929993,710.809998,101.970001,28.459999,108.379997,2079.360107
11/2/2015,121.18,148.399994,33.610001,23.780001,628.349976,140.369995,213.789993,721.109985,103.309998,29.200001,107.639999,2104.050049
11/3/2015,122.57,148.089996,33.630001,24.139999,625.309998,141.880005,208.350006,722.159973,102.580002,29.129999,109.739998,2109.790039
11/4/2015,122,148.190002,33.48,24.030001,640.950012,141.630005,231.630005,728.109985,103.940002,29.360001,114.050003,2102.310059
11/5/2015,120.919998,147.970001,33.34,23.91,655.650024,139.889999,231.770004,731.25,108.760002,28.66,113.5,2099.929932
11/6/2015,121.059998,147.940002,33.16,23.84,659.369995,138.25,232.360001,733.76001,107.099998,28.280001,114.059998,2099.199951
11/9/2015,120.57,145.979996,32.84,23.32,655.48999,135.309998,225.330002,724.890015,106.489998,27.09,109.860001,2078.580078
11/10/2015,116.769997,145.149994,32.790001,23.43,659.679993,135.470001,216.5,728.320007,107.910004,27.049999,112.699997,2081.719971
11/11/2015,116.110001,144.990005,32.919998,23.299999,673.25,135.020004,219.080002,735.400024,109.010002,26.5,112.860001,2075
11/12/2015,115.720001,142.539993,32.689999,22.799999,665.599976,133.039993,212.940002,731.22998,108.019997,26.129999,108.919998,2045.969971
11/13/2015,112.339996,142.589996,32.310001,22.51,642.349976,131.75,207.190002,717,103.949997,25.18,103.650002,2023.040039
11/16/2015,114.18,144.419998,33.040001,22.629999,647.809998,133.710007,214.309998,728.960022,104.040001,25.41,111.349998,2053.189941
11/17/2015,113.690002,146.080002,33.259998,22.25,643.299988,133.820007,214,725.299988,105.129997,25.23,117.099998,2050.439941
11/18/2015,117.290001,148.279999,33.540001,22.719999,663.539978,135.820007,221.070007,740,107.769997,25.9,120.629997,2083.580078
11/19/2015,118.779999,149.240005,33.619999,22.530001,661.27002,136.740005,221.800003,738.409973,106.260002,26.32,120.220001,2081.23999
11/20/2015,119.300003,149.399994,33.66,22.459999,668.450012,138.5,220.009995,756.599976,107.32,26.27,123.839996,2089.169922
11/23/2015,117.75,148.339996,33.459999,22.67,678.98999,138.460007,217.75,755.97998,106.949997,25.200001,125.029999,2086.590088
11/24/2015,118.879997,148.649994,33.389999,22.959999,671.150024,138.600006,218.25,748.280029,105.739998,25.52,123.309998,2089.139893
11/25/2015,118.029999,147.429993,33.450001,22.92,675.340027,138,229.639999,748.150024,105.410004,26.059999,124.160004,2088.870117
11/27/2015,117.809998,146.949997,33.57,22.77,673.26001,138.460007,231.610001,750.26001,105.449997,25.75,125.440002,2090.110107
11/30/2015,118.300003,145.449997,33.669998,22.74,664.799988,139.419998,230.259995,742.599976,104.239998,25.4,123.330002,2080.409912
12/1/2015,117.339996,147.740005,33.77,23.280001,679.059998,141.279999,237.190002,767.039978,107.120003,25.530001,125.370003,2102.629883
12/2/2015,116.279999,146.960007,33.560001,23.43,676.01001,139.699997,231.990005,762.380005,106.07,25.4,128.929993,2079.51001
12/3/2015,115.199997,145.559998,33.099998,22.389999,666.25,138.919998,232.710007,752.539978,104.379997,25.9,126.809998,2049.620117
12/4/2015,119.029999,148.5,34.110001,22.629999,672.640015,140.429993,230.380005,766.809998,106.18,25.02,130.929993,2091.689941
12/7/2015,118.279999,148.449997,34.27,22.32,669.830017,139.550003,231.130005,763.25,105.610001,24.459999,125.360001,2077.070068
12/8/2015,118.230003,144.990005,33.849998,21.91,677.330017,138.050003,226.720001,762.369995,106.489998,24.99,126.980003,2063.590088
12/9/2015,115.620003,144.240005,33.57,22.059999,664.789978,136.610001,224.520004,751.609985,104.599998,24.309999,124.199997,2047.619995
12/10/2015,116.169998,146.410004,33.669998,22.059999,662.320007,136.779999,227.070007,749.460022,105.419998,25.91,122.910004,2052.22998
12/11/2015,113.18,144.619995,33.169998,21.049999,640.150024,134.570007,217.020004,738.869995,102.120003,24.84,118.910004,2012.369995
12/14/2015,112.480003,143,33.599998,20.809999,657.909973,135.929993,218.580002,747.77002,104.660004,24.92,120.669998,2021.939941
12/15/2015,110.489998,146.529999,33.810001,21.15,658.640015,137.789993,221.089996,743.400024,104.550003,23.950001,118.599998,2043.410034
12/16/2015,111.339996,148.110001,34.400002,22.08,675.77002,139.289993,234.509995,758.090027,106.790001,24.299999,122.639999,2073.070068
12/17/2015,108.980003,145.559998,34.029999,21.450001,670.650024,136.75,233.389999,749.429993,106.220001,23.309999,122.510002,2041.890015
12/18/2015,106.029999,139.580002,33.599998,21.17,664.140015,134.899994,230.460007,739.309998,104.040001,22.99,118.019997,2005.550049
12/21/2015,107.330002,140.899994,34.09,21.620001,664.51001,135.5,232.559998,747.77002,104.769997,22.139999,116.629997,2021.150024
12/22/2015,107.230003,142.380005,34.41,21.74,663.150024,137.929993,229.949997,750,105.510002,22.559999,116.239998,2038.969971
12/23/2015,108.610001,144.059998,34.779999,22.5,663.700012,138.539993,229.699997,750.309998,104.629997,22.67,118.160004,2064.290039
12/24/2015,108.029999,143.529999,34.66,22.51,662.789978,138.25,230.570007,748.400024,105.019997,22.969999,117.330002,2060.98999
12/28/2015,106.82,144.539993,34.759998,22.629999,675.200012,137.610001,228.949997,762.51001,105.93,22.530001,117.110001,2056.5
12/29/2015,108.739998,147.350006,34.93,22.940001,693.969971,139.779999,237.190002,776.599976,107.260002,22.469999,119.120003,2078.360107
12/30/2015,107.32,146.410004,34.740002,22.52,689.070007,139.339996,238.089996,771,106.220001,22.23,116.709999,2063.360107
12/31/2015,105.260002,144.589996,34.41,22.719999,675.890015,137.619995,240.009995,758.880005,104.660004,23.139999,114.379997,2043.939941
1/4/2016,105.349998,140.5,34.349998,22.25,636.98999,135.949997,223.410004,741.840027,102.220001,22.559999,109.959999,2012.660034
1/5/2016,102.709999,141.070007,34.59,22.75,633.789978,135.850006,223.429993,742.580017,102.730003,21.92,107.660004,2016.709961
1/6/2016,100.699997,138.830002,34.060001,22.389999,632.650024,135.169998,219.039993,743.619995,102.970001,21.389999,117.68,1990.26001
1/7/2016,96.449997,133.009995,33.509998,20.620001,607.940002,132.860001,215.649994,726.390015,97.919998,20.26,114.559998,1943.089966
1/8/2016,96.959999,129.990005,33.540001,20.49,607.049988,131.630005,211,714.469971,97.330002,19.98,111.389999,1922.030029
1/11/2016,98.529999,130.210007,33.950001,20.83,617.73999,133.229996,207.850006,716.030029,97.510002,19.65,114.970001,1923.670044
1/12/2016,99.959999,131.919998,33.900002,21.129999,617.890015,132.899994,209.970001,726.070007,99.370003,19.620001,116.580002,1938.680054
1/13/2016,97.389999,128.119995,33.740002,20.02,581.809998,131.169998,200.309998,700.559998,95.440002,18.68,106.559998,1890.280029
1/14/2016,99.519997,129.199997,34.299999,20.27,593,132.910004,206.179993,714.719971,98.370003,19,107.059998,1921.839966
1/15/2016,97.129997,125.629997,33.990002,19.860001,570.179993,130.029999,204.990005,694.450012,94.970001,17.940001,104.040001,1880.329956
1/19/2016,96.660004,126.059998,34.509998,19.629999,574.47998,128.110001,204.720001,701.789978,95.260002,16.690001,107.889999,1881.329956
1/20/2016,96.790001,122.139999,33.900002,19.110001,571.77002,121.860001,198.699997,698.450012,94.349998,17.379999,107.739998,1859.329956
1/21/2016,96.300003,123.400002,34.540001,19.02,575.02002,122.910004,199.970001,706.590027,94.160004,17.83,102.349998,1868.98999
1/22/2016,101.419998,124.610001,35.139999,19.34,596.380005,122.5,202.550003,725.25,97.940002,17.84,100.720001,1906.900024
1/25/2016,99.440002,124.010002,35,18.889999,596.530029,122.080002,196.380005,711.669983,97.010002,17.02,99.120003,1877.079956
